Order_ID,Order_Date,Ship_Date,Region,State,City,Segment,Category,Sub_Category,Product,Quantity,Discount,Sales,Profit
ORD-2025-05959,2024-03-13,2024-03-18,North,Delhi,New Delhi,Home Office,Furniture,Bookcases,Wood Bookcase,4,0.0,22293.2,2821.62
ORD-2025-02953,2024-03-13,2024-03-18,Central,Jharkhand,Ranchi,Home Office,Technology,Accessories,Headphones X,6,0.146,16999.11,2518.33
ORD-2024-01786,2024-03-13,2024-03-15,West,Gujarat,Surat,Corporate,Technology,Accessories,Headphones X,6,0.112,17437.32,2826.72
ORD-2025-03339,2024-03-13,2024-03-16,South,Telangana,Hyderabad,Consumer,Technology,Phones,Feature Phone C,7,0.076,72298.37,7356.53
ORD-2025-02469,2024-03-13,2024-03-20,South,Telangana,Hyderabad,Home Office,Furniture,Chairs,Visitor Chair,2,0.0,7731.95,874.87
ORD-2024-01736,2024-03-13,2024-03-14,West,Gujarat,Gandhinagar,Home Office,Furniture,Chairs,Gaming Chair,1,0.215,3404.21,347.46
ORD-2025-03031,2024-03-13,2024-03-18,East,Bihar,Patna,Home Office,Technology,Computers,Laptop Air,2,0.0,24813.19,1793.18
ORD-2024-05130,2024-03-13,2024-03-15,North,Haryana,Gurugram,Consumer,Furniture,Chairs,Visitor Chair,5,0.091,17619.97,1206.9
ORD-2024-02318,2024-03-13,2024-03-15,West,Maharashtra,Mumbai,Consumer,Furniture,Chairs,Ergo Chair,6,0.152,21951.08,2643.05
ORD-2025-05919,2024-03-14,2024-03-21,North,Punjab,Ludhiana,Consumer,Furniture,Chairs,Gaming Chair,2,0.0,8480.28,-643.62
ORD-2024-05520,2024-03-14,2024-03-17,East,Bihar,Patna,Corporate,Technology,Computers,Laptop Air,4,0.047,47357.63,7924.17
ORD-2024-04178,2024-03-14,2024-03-18,East,Assam,Guwahati,Consumer,Office Supplies,Storage,Storage Box,2,0.195,626.31,181.17
ORD-2025-04629,2024-03-14,2024-03-16,Central,Jharkhand,Ranchi,Consumer,Technology,Accessories,Powerbank Z,2,0.005,7892.57,445.23
ORD-2025-04065,2024-03-14,2024-03-17,North,Punjab,Ludhiana,Consumer,Furniture,Bookcases,Metal Bookcase,4,0.117,16592.06,159.47
ORD-2024-01878,2024-03-14,2024-03-19,East,Bihar,Patna,Consumer,Technology,Computers,Desktop Mini,3,0.113,36372.81,2723.69
ORD-2024-02678,2024-03-14,2024-03-19,North,Haryana,Gurugram,Home Office,Technology,Computers,Laptop Air,5,0.112,52952.59,14964.1
ORD-2024-04910,2024-03-14,2024-03-16,South,Telangana,Hyderabad,Corporate,Furniture,Bookcases,Metal Bookcase,7,0.223,26678.41,2022.33
ORD-2024-03802,2024-03-15,2024-03-16,North,Delhi,New Delhi,Corporate,Furniture,Bookcases,Metal Bookcase,7,0.0,47859.03,6440.93
ORD-2024-04456,2024-03-15,2024-03-16,Central,Jharkhand,Ranchi,Corporate,Technology,Computers,Desktop Mini,7,0.14,61294.09,2420.49
ORD-2024-00580,2024-03-15,2024-03-17,West,Maharashtra,Nagpur,Corporate,Furniture,Tables,Side Table,1,0.0,7403.76,51.34
ORD-2025-05205,2024-03-15,2024-03-17,East,Odisha,Bhubaneswar,Consumer,Furniture,Chairs,Ergo Chair,3,0.169,10451.41,-266.47
ORD-2025-01287,2024-03-15,2024-03-16,South,Telangana,Hyderabad,Corporate,Furniture,Bookcases,Wood Bookcase,1,0.009,4929.94,1129.21
ORD-2024-01434,2024-03-15,2024-03-18,North,Delhi,New Delhi,Consumer,Furniture,Chairs,Visitor Chair,3,0.084,12316.29,253.04
ORD-2025-05551,2024-03-15,2024-03-16,West,Maharashtra,Nagpur,Home Office,Technology,Accessories,Headphones X,3,0.088,8260.83,1292.15
ORD-2024-05558,2024-03-16,2024-03-21,East,Odisha,Bhubaneswar,Consumer,Office Supplies,Binders,Ring Binder,5,0.033,1217.99,193.44
ORD-2024-00258,2024-03-16,2024-03-19,West,Goa,Panaji,Corporate,Furniture,Bookcases,Metal Bookcase,5,0.098,27196.75,1286.34
ORD-2024-02512,2024-03-16,2024-03-17,East,Bihar,Patna,Corporate,Furniture,Chairs,Visitor Chair,5,0.101,21161.22,2068.72
ORD-2024-02620,2024-03-16,2024-03-20,East,Bihar,Patna,Consumer,Furniture,Tables,Conference Table,6,0.025,37404.24,2081.1
ORD-2024-04102,2024-03-16,2024-03-17,Central,Madhya Pradesh,Indore,Consumer,Furniture,Tables,Office Table,7,0.152,56191.11,6893.85
ORD-2025-03867,2024-03-16,2024-03-22,North,Punjab,Amritsar,Home Office,Furniture,Bookcases,Metal Bookcase,3,0.12,17237.22,2455.41
ORD-2025-02553,2024-03-16,2024-03-18,Central,Chhattisgarh,Raipur,Corporate,Furniture,Tables,Conference Table,2,0.22,8950.6,574.34
ORD-2024-02420,2024-03-16,2024-03-19,East,Assam,Guwahati,Home Office,Office Supplies,Art,Pen Pack,7,0.068,890.95,300.76
ORD-2025-01357,2024-03-16,2024-03-23,West,Maharashtra,Nagpur,Home Office,Office Supplies,Art,Pen Pack,4,0.171,775.17,263.57
ORD-2024-01448,2024-03-16,2024-03-21,West,Goa,Panaji,Consumer,Office Supplies,Art,Markers Set,4,0.087,724.06,73.19
ORD-2025-03493,2024-03-16,2024-03-21,South,Tamil Nadu,Coimbatore,Consumer,Office Supplies,Storage,Storage Box,2,0.086,627.59,130.39
ORD-2025-04911,2024-03-17,2024-03-24,East,West Bengal,Kolkata,Consumer,Technology,Phones,Smartphone A,4,0.074,34565.31,7102.63
ORD-2025-04415,2024-03-17,2024-03-24,East,Odisha,Cuttack,Corporate,Office Supplies,Binders,Sheet Protectors,6,0.034,1868.41,555.9
ORD-2025-03779,2024-03-17,2024-03-21,West,Goa,Panaji,Consumer,Furniture,Bookcases,Wood Bookcase,5,0.001,23384.01,1638.73
ORD-2024-03848,2024-03-17,2024-03-19,South,Kerala,Thiruvananthapuram,Corporate,Office Supplies,Storage,Desk Organizer,1,0.0,410.87,93.46
ORD-2024-02174,2024-03-17,2024-03-22,Central,Madhya Pradesh,Bhopal,Corporate,Office Supplies,Paper,Notepad,6,0.164,868.09,268.27
ORD-2024-05722,2024-03-17,2024-03-24,North,Delhi,New Delhi,Corporate,Technology,Phones,Smartphone B,6,0.082,39485.77,4203.94
ORD-2024-01164,2024-03-17,2024-03-20,West,Gujarat,Ahmedabad,Home Office,Furniture,Bookcases,Wood Bookcase,6,0.0,30832.2,3202.77
ORD-2025-01825,2024-03-17,2024-03-19,South,Kerala,Thiruvananthapuram,Consumer,Technology,Accessories,Headphones X,4,0.087,13929.22,3061.71
ORD-2024-02612,2024-03-17,2024-03-22,North,Punjab,Amritsar,Consumer,Furniture,Chairs,Visitor Chair,1,0.175,4707.49,15.06
ORD-2024-01728,2024-03-17,2024-03-23,North,Uttar Pradesh,Kanpur,Corporate,Technology,Phones,Smartphone A,7,0.258,44927.48,11604.39
ORD-2024-02472,2024-03-17,2024-03-23,East,Odisha,Bhubaneswar,Corporate,Furniture,Chairs,Gaming Chair,7,0.036,27018.41,1820.24
ORD-2024-00516,2024-03-17,2024-03-18,West,Goa,Panaji,Consumer,Office Supplies,Storage,Storage Box,1,0.155,228.84,43.07
ORD-2024-02262,2024-03-18,2024-03-19,West,Gujarat,Surat,Consumer,Technology,Phones,Smartphone A,4,0.063,26751.24,4930.94
ORD-2025-00171,2024-03-18,2024-03-24,South,Telangana,Hyderabad,Corporate,Technology,Phones,Smartphone B,5,0.075,56486.84,7173.38
ORD-2025-00583,2024-03-18,2024-03-23,North,Uttar Pradesh,Lucknow,Corporate,Office Supplies,Paper,Notepad,1,0.009,113.03,35.15
ORD-2025-03349,2024-03-18,2024-03-22,West,Maharashtra,Nagpur,Consumer,Office Supplies,Paper,Envelopes,2,0.116,276.53,53.65
ORD-2025-01853,2024-03-18,2024-03-20,North,Uttar Pradesh,Lucknow,Home Office,Office Supplies,Paper,Copy Paper,1,0.114,140.16,31.6
ORD-2025-04773,2024-03-18,2024-03-20,South,Tamil Nadu,Chennai,Corporate,Technology,Phones,Smartphone B,3,0.137,19733.7,5317.44
ORD-2025-03683,2024-03-18,2024-03-20,North,Uttar Pradesh,Kanpur,Home Office,Furniture,Chairs,Ergo Chair,1,0.085,4361.1,229.39
ORD-2025-04847,2024-03-18,2024-03-20,South,Tamil Nadu,Chennai,Corporate,Office Supplies,Art,Stapler,3,0.061,450.78,77.8
ORD-2025-00817,2024-03-18,2024-03-20,East,Bihar,Patna,Home Office,Technology,Accessories,Headphones X,3,0.125,5549.04,388.94
ORD-2024-05312,2024-03-18,2024-03-19,West,Rajasthan,Jaipur,Home Office,Office Supplies,Storage,Desk Organizer,1,0.176,297.44,88.12
ORD-2024-04960,2024-03-18,2024-03-25,East,West Bengal,Kolkata,Corporate,Technology,Phones,Smartphone A,1,0.146,7683.59,1339.03
ORD-2024-00460,2024-03-18,2024-03-22,Central,Chhattisgarh,Raipur,Corporate,Technology,Accessories,Powerbank Z,4,0.0,12253.64,3211.0
ORD-2025-03487,2024-03-19,2024-03-21,West,Maharashtra,Mumbai,Home Office,Office Supplies,Paper,Notepad,2,0.174,247.53,58.93
ORD-2024-00322,2024-03-19,2024-03-24,South,Tamil Nadu,Coimbatore,Consumer,Technology,Accessories,Powerbank Z,1,0.035,2710.3,328.02
ORD-2024-04826,2024-03-19,2024-03-21,West,Rajasthan,Jaipur,Corporate,Office Supplies,Art,Stapler,1,0.0,165.46,54.82
ORD-2025-02501,2024-03-19,2024-03-22,North,Punjab,Amritsar,Corporate,Furniture,Bookcases,Metal Bookcase,7,0.045,39593.78,4358.26
ORD-2024-02942,2024-03-19,2024-03-25,East,West Bengal,Kolkata,Home Office,Furniture,Bookcases,Metal Bookcase,5,0.113,24126.9,2190.33
ORD-2025-01225,2024-03-19,2024-03-20,West,Gujarat,Surat,Corporate,Technology,Accessories,Powerbank Z,7,0.117,21350.11,4365.31
ORD-2024-00480,2024-03-20,2024-03-22,South,Telangana,Hyderabad,Corporate,Office Supplies,Storage,Storage Box,6,0.013,1956.03,384.24
ORD-2025-05501,2024-03-20,2024-03-24,North,Punjab,Ludhiana,Corporate,Furniture,Chairs,Visitor Chair,4,0.0,22805.34,3662.11
ORD-2024-03146,2024-03-20,2024-03-22,East,Bihar,Patna,Corporate,Furniture,Bookcases,Metal Bookcase,1,0.061,5030.84,468.28
ORD-2025-05771,2024-03-20,2024-03-25,South,Karnataka,Bengaluru,Home Office,Furniture,Chairs,Gaming Chair,2,0.229,7038.41,983.19
ORD-2024-01270,2024-03-20,2024-03-23,West,Maharashtra,Mumbai,Corporate,Furniture,Tables,Conference Table,6,0.18,31620.5,-3840.63
ORD-2025-03073,2024-03-20,2024-03-25,West,Gujarat,Ahmedabad,Home Office,Furniture,Bookcases,Wood Bookcase,2,0.201,11724.9,1528.69
ORD-2024-00310,2024-03-20,2024-03-22,West,Gujarat,Ahmedabad,Corporate,Furniture,Chairs,Ergo Chair,7,0.0,32174.73,-183.43
ORD-2025-05099,2024-03-20,2024-03-24,South,Kerala,Kochi,Corporate,Furniture,Bookcases,Metal Bookcase,2,0.072,10087.35,922.96
ORD-2025-03723,2024-03-20,2024-03-27,West,Rajasthan,Udaipur,Consumer,Furniture,Bookcases,Metal Bookcase,6,0.039,33197.75,10627.88
ORD-2025-04233,2024-03-20,2024-03-22,South,Kerala,Thiruvananthapuram,Consumer,Furniture,Chairs,Gaming Chair,3,0.021,12968.28,1296.98
ORD-2025-05633,2024-03-20,2024-03-25,Central,Chhattisgarh,Raipur,Consumer,Furniture,Tables,Side Table,5,0.0,27250.71,-247.68
ORD-2025-04039,2024-03-20,2024-03-26,North,Uttar Pradesh,Lucknow,Consumer,Office Supplies,Binders,File Folder,6,0.155,1342.39,325.57
ORD-2025-00807,2024-03-21,2024-03-26,South,Kerala,Kochi,Home Office,Office Supplies,Binders,Ring Binder,7,0.042,1732.61,74.68
ORD-2024-03030,2024-03-21,2024-03-27,East,Bihar,Patna,Consumer,Furniture,Bookcases,Metal Bookcase,3,0.187,11980.77,-156.58
ORD-2024-01536,2024-03-21,2024-03-23,East,Odisha,Cuttack,Home Office,Technology,Computers,Laptop Pro,7,0.202,63621.62,10861.74
ORD-2024-01814,2024-03-21,2024-03-23,West,Rajasthan,Udaipur,Consumer,Office Supplies,Storage,Label Maker,4,0.0,1190.78,258.28
ORD-2024-04972,2024-03-21,2024-03-27,West,Gujarat,Ahmedabad,Corporate,Furniture,Tables,Conference Table,2,0.043,11438.79,1349.38
ORD-2025-02241,2024-03-22,2024-03-28,West,Rajasthan,Jaipur,Corporate,Office Supplies,Paper,Copy Paper,6,0.0,701.74,170.28
ORD-2025-01865,2024-03-22,2024-03-23,Central,Chhattisgarh,Raipur,Home Office,Technology,Phones,Smartphone B,2,0.08,15469.53,3449.0
ORD-2025-02907,2024-03-22,2024-03-26,West,Gujarat,Surat,Home Office,Technology,Phones,Feature Phone C,6,0.232,31025.14,6556.04
ORD-2024-01464,2024-03-22,2024-03-28,North,Haryana,Gurugram,Consumer,Furniture,Tables,Side Table,2,0.08,12758.5,1548.35
ORD-2025-03787,2024-03-22,2024-03-29,West,Rajasthan,Jaipur,Home Office,Furniture,Bookcases,Wood Bookcase,5,0.017,31996.5,1790.92
ORD-2025-04723,2024-03-22,2024-03-29,West,Rajasthan,Udaipur,Consumer,Furniture,Bookcases,Metal Bookcase,7,0.083,36710.38,1482.93
ORD-2025-01487,2024-03-22,2024-03-23,Central,Chhattisgarh,Raipur,Home Office,Furniture,Tables,Conference Table,7,0.0,43378.47,5892.51
ORD-2024-04216,2024-03-22,2024-03-28,East,Bihar,Patna,Corporate,Furniture,Bookcases,Wood Bookcase,5,0.051,28602.19,1556.08
ORD-2025-03587,2024-03-22,2024-03-25,Central,Chhattisgarh,Raipur,Consumer,Furniture,Tables,Side Table,2,0.082,11348.54,774.2
ORD-2024-01482,2024-03-22,2024-03-25,South,Tamil Nadu,Chennai,Corporate,Technology,Phones,Feature Phone C,2,0.095,16317.76,457.48
ORD-2024-05922,2024-03-23,2024-03-26,South,Kerala,Kochi,Consumer,Office Supplies,Binders,Ring Binder,3,0.057,753.29,148.51
ORD-2025-02719,2024-03-23,2024-03-30,South,Karnataka,Mysuru,Consumer,Office Supplies,Storage,Label Maker,4,0.0,1266.23,193.21
ORD-2025-04763,2024-03-23,2024-03-27,Central,Madhya Pradesh,Indore,Home Office,Office Supplies,Art,Pen Pack,4,0.082,908.62,260.35
ORD-2025-03023,2024-03-23,2024-03-30,South,Karnataka,Bengaluru,Corporate,Office Supplies,Paper,Notepad,2,0.175,246.99,46.85
ORD-2025-01577,2024-03-23,2024-03-25,Central,Jharkhand,Ranchi,Home Office,Furniture,Chairs,Ergo Chair,5,0.015,20292.96,3212.82
ORD-2025-02849,2024-03-24,2024-03-30,West,Maharashtra,Mumbai,Home Office,Technology,Computers,Desktop Mini,6,0.143,54968.02,3861.31
ORD-2024-00120,2024-03-24,2024-03-30,North,Uttar Pradesh,Lucknow,Home Office,Furniture,Chairs,Visitor Chair,4,0.0,17452.0,3834.96
ORD-2025-04429,2024-03-24,2024-03-31,North,Punjab,Amritsar,Consumer,Technology,Phones,Feature Phone C,6,0.0,64223.12,15111.65
ORD-2024-01214,2024-03-24,2024-03-27,East,Bihar,Patna,Corporate,Furniture,Tables,Side Table,4,0.0,21815.84,4172.36
ORD-2025-01319,2024-03-24,2024-03-25,Central,Jharkhand,Ranchi,Corporate,Office Supplies,Paper,Copy Paper,5,0.021,851.32,269.02
ORD-2025-00501,2024-03-24,2024-03-27,West,Maharashtra,Mumbai,Home Office,Furniture,Tables,Side Table,5,0.121,31395.07,3322.49
ORD-2024-00872,2024-03-24,2024-03-27,West,Goa,Panaji,Home Office,Furniture,Tables,Conference Table,4,0.077,22828.13,1685.67
ORD-2025-04005,2024-03-25,2024-03-29,West,Rajasthan,Udaipur,Corporate,Furniture,Chairs,Gaming Chair,3,0.043,15896.66,-930.51
ORD-2024-02212,2024-03-25,2024-03-28,East,Assam,Guwahati,Corporate,Technology,Phones,Smartphone B,1,0.142,7573.73,1445.59
ORD-2025-04377,2024-03-25,2024-03-30,North,Delhi,New Delhi,Consumer,Office Supplies,Storage,Label Maker,5,0.164,980.02,301.5
ORD-2025-02503,2024-03-25,2024-03-26,North,Uttar Pradesh,Noida,Home Office,Technology,Accessories,Headphones X,7,0.108,22695.34,1164.47
ORD-2025-05119,2024-03-25,2024-03-30,South,Tamil Nadu,Coimbatore,Consumer,Technology,Computers,Laptop Pro,7,0.003,67628.79,18445.32
ORD-2025-01019,2024-03-25,2024-03-28,North,Haryana,Gurugram,Corporate,Technology,Computers,Laptop Pro,4,0.249,33998.99,8723.45
ORD-2025-00365,2024-03-25,2024-03-28,East,Odisha,Cuttack,Corporate,Technology,Phones,Smartphone A,5,0.066,47093.98,4406.41
ORD-2025-02211,2024-03-25,2024-03-26,East,Bihar,Patna,Corporate,Technology,Computers,Desktop Mini,1,0.067,11304.57,625.82
ORD-2024-00538,2024-03-25,2024-03-31,East,Assam,Guwahati,Corporate,Furniture,Chairs,Visitor Chair,3,0.033,12186.04,-1025.44
ORD-2025-00725,2024-03-26,2024-03-31,Central,Chhattisgarh,Raipur,Home Office,Furniture,Tables,Side Table,5,0.21,27171.3,3511.64
ORD-2024-04454,2024-03-26,2024-03-28,West,Rajasthan,Udaipur,Consumer,Office Supplies,Storage,Label Maker,7,0.084,2353.91,312.7
ORD-2024-05556,2024-03-26,2024-03-31,South,Tamil Nadu,Coimbatore,Consumer,Furniture,Tables,Conference Table,5,0.173,26825.47,805.57
ORD-2025-02677,2024-03-26,2024-03-28,East,Assam,Guwahati,Corporate,Technology,Accessories,Headphones X,5,0.125,13282.19,296.81
ORD-2024-02782,2024-03-26,2024-03-29,North,Haryana,Gurugram,Home Office,Technology,Phones,Smartphone A,4,0.244,28806.84,3198.84
ORD-2024-05604,2024-03-27,2024-03-28,North,Uttar Pradesh,Lucknow,Corporate,Office Supplies,Art,Stapler,3,0.16,438.8,-1.9
ORD-2025-04397,2024-03-27,2024-04-02,East,Assam,Guwahati,Consumer,Office Supplies,Storage,Desk Organizer,4,0.0,1369.09,168.3
ORD-2024-03366,2024-03-27,2024-03-30,North,Delhi,New Delhi,Home Office,Technology,Computers,Laptop Air,1,0.105,10194.4,2123.6
ORD-2024-01944,2024-03-27,2024-03-28,North,Haryana,Faridabad,Corporate,Office Supplies,Storage,Storage Box,6,0.075,1836.56,523.42
ORD-2025-00777,2024-03-27,2024-03-31,South,Telangana,Hyderabad,Corporate,Furniture,Bookcases,Wood Bookcase,3,0.079,18600.65,3213.16
ORD-2024-00198,2024-03-27,2024-03-28,West,Rajasthan,Jaipur,Consumer,Office Supplies,Storage,Label Maker,4,0.023,1479.45,198.83
ORD-2025-00497,2024-03-27,2024-03-29,North,Uttar Pradesh,Noida,Corporate,Furniture,Chairs,Gaming Chair,6,0.089,24252.67,5845.95
ORD-2025-03301,2024-03-27,2024-04-03,East,Bihar,Patna,Corporate,Office Supplies,Paper,Notepad,6,0.166,714.06,158.87
ORD-2024-05822,2024-03-27,2024-03-28,West,Rajasthan,Udaipur,Home Office,Furniture,Bookcases,Wood Bookcase,6,0.124,31184.16,3971.23
ORD-2024-02266,2024-03-27,2024-03-30,West,Goa,Panaji,Consumer,Office Supplies,Paper,Copy Paper,1,0.092,157.67,32.36
ORD-2025-00313,2024-03-27,2024-03-30,West,Maharashtra,Mumbai,Consumer,Furniture,Bookcases,Wood Bookcase,5,0.079,27887.28,5154.93
ORD-2024-02696,2024-03-27,2024-04-02,East,West Bengal,Kolkata,Consumer,Furniture,Bookcases,Wood Bookcase,4,0.019,18394.06,3839.55
ORD-2024-05744,2024-03-27,2024-04-02,East,Odisha,Bhubaneswar,Home Office,Technology,Accessories,Powerbank Z,1,0.014,3674.97,455.58
ORD-2025-02361,2024-03-27,2024-03-31,West,Rajasthan,Udaipur,Corporate,Technology,Phones,Smartphone B,4,0.056,42364.05,-11655.47
ORD-2025-03157,2024-03-27,2024-04-03,South,Karnataka,Mysuru,Corporate,Furniture,Bookcases,Wood Bookcase,5,0.036,21922.9,2348.6
ORD-2025-01049,2024-03-28,2024-04-04,East,Odisha,Cuttack,Corporate,Furniture,Bookcases,Metal Bookcase,7,0.034,37617.29,5682.21
ORD-2024-00862,2024-03-28,2024-03-31,Central,Jharkhand,Ranchi,Corporate,Furniture,Chairs,Ergo Chair,4,0.153,15272.27,2173.02
ORD-2025-01155,2024-03-28,2024-04-04,Central,Chhattisgarh,Raipur,Home Office,Technology,Accessories,Headphones X,4,0.172,13257.0,2125.32
ORD-2025-05747,2024-03-28,2024-04-01,South,Telangana,Hyderabad,Consumer,Technology,Computers,Laptop Pro,3,0.007,34325.67,9712.28
ORD-2024-03526,2024-03-28,2024-04-01,East,Assam,Guwahati,Home Office,Office Supplies,Art,Markers Set,4,0.074,718.51,162.36
ORD-2025-03647,2024-03-28,2024-03-31,Central,Jharkhand,Ranchi,Consumer,Technology,Computers,Laptop Air,2,0.121,18417.79,1003.31
ORD-2025-00945,2024-03-28,2024-03-31,South,Telangana,Hyderabad,Consumer,Furniture,Chairs,Gaming Chair,5,0.027,14681.39,483.22
ORD-2025-01341,2024-03-28,2024-04-03,North,Haryana,Gurugram,Home Office,Technology,Phones,Smartphone B,7,0.085,58510.32,-2786.73
ORD-2024-05020,2024-03-28,2024-04-04,East,West Bengal,Kolkata,Corporate,Technology,Computers,Laptop Air,3,0.097,30946.45,5039.93
ORD-2025-00723,2024-03-28,2024-04-04,South,Karnataka,Bengaluru,Home Office,Technology,Computers,Laptop Pro,7,0.177,57789.31,4369.4
ORD-2024-05840,2024-03-29,2024-04-01,Central,Jharkhand,Ranchi,Consumer,Office Supplies,Art,Stapler,4,0.152,576.95,67.52
ORD-2025-01617,2024-03-29,2024-04-04,East,West Bengal,Siliguri,Consumer,Technology,Phones,Smartphone A,7,0.142,53324.16,6907.62
ORD-2024-00418,2024-03-29,2024-04-01,East,Odisha,Bhubaneswar,Corporate,Furniture,Chairs,Ergo Chair,5,0.004,23732.17,4641.61
ORD-2025-03345,2024-03-29,2024-04-02,Central,Jharkhand,Ranchi,Corporate,Technology,Computers,Laptop Pro,5,0.038,56074.17,8782.97
ORD-2024-04280,2024-03-29,2024-04-01,West,Gujarat,Surat,Corporate,Office Supplies,Binders,File Folder,5,0.158,1164.86,285.97
ORD-2025-05347,2024-03-29,2024-04-02,North,Haryana,Gurugram,Consumer,Furniture,Tables,Conference Table,4,0.0,31553.85,5187.9
ORD-2024-04406,2024-03-29,2024-03-30,East,West Bengal,Siliguri,Home Office,Office Supplies,Binders,File Folder,4,0.041,990.78,264.93
ORD-2024-01874,2024-03-29,2024-04-01,West,Gujarat,Ahmedabad,Corporate,Office Supplies,Storage,Label Maker,7,0.0,2508.93,-29.73
ORD-2024-00386,2024-03-30,2024-04-05,North,Punjab,Ludhiana,Corporate,Technology,Computers,Laptop Air,3,0.135,26127.69,5485.61
ORD-2025-03495,2024-03-30,2024-04-03,South,Karnataka,Mysuru,Consumer,Technology,Accessories,Charger Y,5,0.177,14169.73,2928.75
ORD-2025-02507,2024-03-30,2024-04-06,South,Telangana,Hyderabad,Corporate,Office Supplies,Paper,Envelopes,7,0.064,1036.86,235.57
ORD-2025-00783,2024-03-30,2024-04-05,East,West Bengal,Siliguri,Corporate,Technology,Computers,Laptop Pro,5,0.032,41810.09,10605.55
ORD-2025-04649,2024-03-30,2024-04-05,East,Assam,Guwahati,Consumer,Office Supplies,Art,Pen Pack,4,0.144,718.61,246.65
ORD-2024-05152,2024-03-30,2024-04-04,North,Haryana,Gurugram,Home Office,Office Supplies,Art,Pen Pack,7,0.35,997.21,288.85
ORD-2025-04507,2024-03-30,2024-04-01,North,Haryana,Faridabad,Corporate,Office Supplies,Art,Pen Pack,6,0.0,1393.66,302.11
ORD-2024-00782,2024-03-30,2024-04-01,North,Haryana,Gurugram,Consumer,Office Supplies,Paper,Envelopes,2,0.079,352.96,70.44
ORD-2025-02919,2024-03-31,2024-04-05,Central,Madhya Pradesh,Bhopal,Consumer,Technology,Phones,Feature Phone C,4,0.027,43261.56,9481.96
ORD-2024-05726,2024-03-31,2024-04-05,West,Rajasthan,Jaipur,Consumer,Office Supplies,Art,Markers Set,4,0.104,658.54,85.54
ORD-2025-01603,2024-03-31,2024-04-03,South,Tamil Nadu,Chennai,Consumer,Technology,Computers,Laptop Pro,7,0.103,85535.41,25292.77
ORD-2024-01236,2024-03-31,2024-04-03,West,Rajasthan,Udaipur,Consumer,Technology,Accessories,Powerbank Z,5,0.062,18250.39,4104.79
ORD-2024-05182,2024-03-31,2024-04-05,South,Kerala,Kochi,Corporate,Furniture,Bookcases,Wood Bookcase,1,0.203,4317.79,333.92
ORD-2024-04792,2024-03-31,2024-04-04,East,Assam,Guwahati,Consumer,Office Supplies,Storage,Label Maker,6,0.089,1676.9,441.44
ORD-2024-03968,2024-03-31,2024-04-05,East,West Bengal,Siliguri,Home Office,Technology,Phones,Smartphone A,4,0.134,36187.22,-408.61
ORD-2024-05794,2024-03-31,2024-04-01,East,West Bengal,Siliguri,Corporate,Technology,Computers,Laptop Pro,7,0.019,82725.2,8151.32
ORD-2024-04836,2024-03-31,2024-04-03,South,Telangana,Hyderabad,Home Office,Technology,Phones,Smartphone B,1,0.024,10506.74,-169.94
ORD-2024-00436,2024-03-31,2024-04-02,Central,Chhattisgarh,Raipur,Consumer,Office Supplies,Art,Pen Pack,5,0.089,745.12,164.41
ORD-2025-04193,2024-03-31,2024-04-03,Central,Chhattisgarh,Raipur,Corporate,Furniture,Bookcases,Wood Bookcase,6,0.123,34749.86,583.06
ORD-2024-01926,2024-04-01,2024-04-05,Central,Jharkhand,Ranchi,Home Office,Office Supplies,Storage,Desk Organizer,5,0.007,1713.45,152.13
ORD-2024-05886,2024-04-01,2024-04-07,South,Telangana,Hyderabad,Corporate,Technology,Computers,Laptop Pro,7,0.032,80229.7,13977.78
ORD-2025-05755,2024-04-01,2024-04-03,North,Uttar Pradesh,Noida,Corporate,Technology,Accessories,Charger Y,4,0.147,10065.66,1872.19
ORD-2025-02077,2024-04-01,2024-04-04,Central,Jharkhand,Ranchi,Consumer,Technology,Computers,Desktop Mini,6,0.0,61904.78,3268.99
ORD-2024-01608,2024-04-01,2024-04-06,Central,Jharkhand,Ranchi,Consumer,Furniture,Tables,Conference Table,6,0.156,35978.97,4436.93
ORD-2025-00873,2024-04-01,2024-04-07,South,Karnataka,Mysuru,Home Office,Furniture,Chairs,Ergo Chair,5,0.028,21515.04,3927.12
ORD-2025-00157,2024-04-02,2024-04-09,Central,Madhya Pradesh,Bhopal,Consumer,Office Supplies,Storage,Label Maker,1,0.102,392.74,96.13
ORD-2024-03060,2024-04-02,2024-04-03,South,Tamil Nadu,Coimbatore,Corporate,Technology,Phones,Smartphone A,5,0.03,36930.9,5775.55
ORD-2024-01628,2024-04-02,2024-04-03,West,Maharashtra,Mumbai,Home Office,Office Supplies,Storage,Label Maker,2,0.063,530.0,13.46
ORD-2024-03770,2024-04-02,2024-04-04,West,Gujarat,Ahmedabad,Consumer,Office Supplies,Paper,Envelopes,4,0.16,509.97,160.57
ORD-2025-05773,2024-04-02,2024-04-03,South,Tamil Nadu,Chennai,Corporate,Office Supplies,Art,Markers Set,4,0.076,722.7,192.06
ORD-2024-02826,2024-04-02,2024-04-08,South,Telangana,Hyderabad,Corporate,Office Supplies,Art,Stapler,5,0.061,1058.01,60.56
ORD-2024-03816,2024-04-02,2024-04-05,Central,Madhya Pradesh,Bhopal,Home Office,Technology,Phones,Smartphone A,3,0.111,20923.88,3155.82
ORD-2024-04526,2024-04-02,2024-04-06,West,Maharashtra,Nagpur,Consumer,Technology,Phones,Feature Phone C,1,0.133,9388.49,2617.93
